id,title,image,price,inStock,category,isNew
1009173258,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/c16de447-1234-43b4-be2e-8f60a140b12d/air-force-1-lv8-big-kids-shoes-HPbjCf.png,105.0,True,Big Kids' Shoes,False
1012328842,Nike Air Force 1 Shadow,https://static.nike.com/a/images/t_default/4d1e74e0-a198-4c46-be77-ed2cbe6d1c5a/air-force-1-shadow-womens-shoes-qK69hq.png,130.0,True,Women's Shoes,True
13835620,Nike Air Force 1 Mid QS,https://static.nike.com/a/images/t_default/795f2fbf-af92-47e4-b9da-a3c465b66639/air-force-1-mid-qs-mens-shoes-MfCLHs.png,70.97,True,Men's Shoes,False
14084303,Nike Air Force 1 '07 LV8,https://static.nike.com/a/images/t_default/422ec506-97c1-42ae-a106-3317e6481e3f/air-force-1-07-lv8-mens-shoes-VDStVQ.png,130.0,True,Men's Shoes,False
12974853,Nike Air Force 1 '07,https://static.nike.com/a/images/t_default/52cbb0a5-241b-4f5c-9927-45a5051365cf/air-force-1-07-mens-shoes-pbNjLd.png,110.0,True,Men's Shoes,False
14096145,Nike Force 1 Toggle SE,https://static.nike.com/a/images/t_default/f375b6d3-ac95-4ba4-9c37-a9095950a0b7/force-1-toggle-se-little-kids-shoes-QWkfJL.png,63.97,True,Little Kids' Shoes,False
13844916,Nike Air Force 1 Crater Next Nature,https://static.nike.com/a/images/t_default/40cda7df-1d0a-443f-8e59-6924e6c1ec91/air-force-1-crater-next-nature-big-kids-shoes-m64P5f.png,66.97,True,Big Kids' Shoes,False
13935887,Nike Air Force 1 '07 LV8 Next Nature,https://static.nike.com/a/images/t_default/3ab4d3a8-fc51-406d-8814-5c45eeddbebb/air-force-1-07-lv8-next-nature-mens-shoes-bdFBs8.png,102.97,True,Men's Shoes,False
1012689986,Nike Air Force 1 Low Unlocked By You,https://static.nike.com/a/images/t_default/05e67b6e-a9a7-4c4e-bb75-4aa5429aadb7/custom-air-force-1-low-unlocked-by-you.png,150.0,True,Custom Men's Shoes,False
1011839520,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/14f3a696-3ca1-4b36-b5a7-05fbedf21cd0/air-force-1-lv8-big-kids-shoes-3f2DJj.png,75.97,True,Big Kids' Shoes,False
1009281656,Nike Air Force 1 Low Retro,https://static.nike.com/a/images/t_default/2ece7855-958c-48b3-9e06-fa21b8f94b99/air-force-1-low-retro-mens-shoes-1VHstQ.png,150.0,True,Men's Shoes,False
14096166,Nike Force 1,https://static.nike.com/a/images/t_default/1a66828a-58d8-47c0-b911-cc4d427a603b/force-1-baby-toddler-shoes-FvHkdR.png,42.97,True,Baby/Toddler Shoes,False
1009173238,Nike Air Force 1 '07 Premium,https://static.nike.com/a/images/t_default/a9b6d2b3-5612-4c96-9eba-b62c817fffc0/air-force-1-07-premium-mens-shoes-S9NNTv.png,150.0,True,Men's Shoes,False
12726078,Nike Force 1 Crib,https://static.nike.com/a/images/t_default/ehmxbh09gioulq4omksm/force-1-crib-baby-bootie-clk354.png,45.0,True,Baby Bootie,False
1009406282,Nike Air Force 1 Low By Americana,https://static.nike.com/a/images/t_default/f94d7e32-157b-4220-91d4-88aeb1095f8b/hispl-quxm-tvxus.png,130.0,True,Custom Shoes,False
1011845472,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/28ef8b03-5519-4ab6-b501-40ad3dbb196b/air-force-1-lv8-big-kids-shoes-kbd5wR.png,75.97,True,Big Kids' Shoes,False
14114156,Nike Air Force 1 Mid '07 Premium,https://static.nike.com/a/images/t_default/e1b80be6-fce8-4f2f-820e-fad7dd1a1272/air-force-1-mid-07-premium-mens-shoes-6HzNcj.png,92.97,True,Men's Shoes,False
1010166315,Nike Force 1 Low SE,https://static.nike.com/a/images/t_default/f59a7d70-fb30-45ab-a308-259284925314/force-1-low-se-baby-toddler-shoes-4xvCm9.png,46.97,True,Baby/Toddler Shoes,False
1011819971,Nike Air Force 1 Next Nature,https://static.nike.com/a/images/t_default/fec20495-8906-4099-b9c2-55f9bb08450f/air-force-1-next-nature-big-kids-shoes-NvdqCW.png,75.97,True,Big Kids' Shoes,False
1000197445,Nike Air Force 1 Mid '07,https://static.nike.com/a/images/t_default/f2f5ab29-36fb-48c7-81d9-50baa654b2b9/air-force-1-mid-07-mens-shoes-CmXM62.png,102.97,True,Men's Shoes,False
1009351172,Nike Air Force 1 High By Americana,https://static.nike.com/a/images/t_default/cd56e210-35a7-45ea-acf3-fcd8ffcb6456/custom-nike-air-force-1-high-by-you-shoes.png,145.0,True,Custom Shoes,False
1011845474,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/85359e16-f5d4-4f24-9627-34fe3649f8ec/air-force-1-lv8-big-kids-shoes-47knZ6.png,100.0,True,Big Kids' Shoes,False
13144168,Nike Air Force 1 High LE,https://static.nike.com/a/images/t_default/f885719f-1b24-4352-bef5-83394c184351/air-force-1-high-le-big-kids-shoes-81vt1b.png,78.97,True,Big Kids' Shoes,False
1010055968,Nike Air Force 1 '07 LX,https://static.nike.com/a/images/t_default/52534247-1fb4-49e2-9195-9f4678c22d59/air-force-1-07-lx-mens-shoes-kgJBLz.png,140.0,True,Men's Shoes,False
14096246,Nike Air Force 1 LV8,https://static.nike.com/a/images/t_default/92aadfa3-0184-4e34-8109-462798e812bb/air-force-1-lv8-big-kids-shoes-BktXWT.png,76.97,True,Big Kids' Shoes,False
1009356266,Nike Air Force 1 High By Americana,https://static.nike.com/a/images/t_default/f1ddf9b5-e3c1-44d3-8a44-f0c448adb22c/custom-nike-air-force-1-high-by-you-shoes.png,145.0,True,Custom Shoes,False
1010125411,Nike Air Force 1,https://static.nike.com/a/images/t_default/776b4fdb-49ba-48ab-8cd8-255c28441198/air-force-1-big-kids-shoes-xw5kjz.png,71.97,True,Big Kids' Shoes,False
14263487,Nike Air Force 1 Low Premium Houston,https://static.nike.com/a/images/t_default/72cb6722-1ff1-455f-b2ee-0617ffe8c87c/air-force-1-low-premium-houston-mens-shoes-GvGJKN.png,75.97,True,Men's Shoes,False
1009157878,Nike Force 1 LV8,https://static.nike.com/a/images/t_default/1233dc0a-257f-4c0c-a0c8-f329334aa4a0/force-1-lv8-baby-toddler-shoes-BVRlLv.png,49.97,True,Baby/Toddler Shoes,False
13976081,Nike Force 1 Toggle,https://static.nike.com/a/images/t_default/077f0768-d34c-4df1-ab62-4c736d85c425/force-1-toggle-baby-toddler-shoes-hGm7GB.png,44.97,True,Baby/Toddler Shoes,False
